Timestamp,Age,Industry,Functional area of job,Job title,Additional context,Annual salary,Additional monetary compensation,Currency,Currency - other,Income - additional context,Country,State,City/region,Remote or on-site?,Unionized?,Years of experience,Years in field,Highest level of education,Gender,Race,Disabled?
4/9/2025 11:16:16,45-54,Education (Higher Education),Education (Higher Education),Chemistry teacher / Examn coordinator,,83000,7000,EUR,,,Netherlands,,Haarlem,On-site,No,21-30 years,11-20 years,Doctorate,Man,White,No
4/9/2025 11:16:35,45-54,Data Analytics/Market Research,Health Care,"Sr Manager, Data Solutions","More accurate would be Sr Mgr Insights & Analytics, Market Research, or Customer Insights ",114000,5000,USD,,"I'm a recent hire. Supposedly I'm eligible for $11k in bonuses to bring my total comp up to $125k, which is what I negotiated for, but I haven't seen that yet so I'm being conservative with a 5k bonus. ",United States,Ohio,Just relocated from Southern NJ (Philadelphia area) to Cleveland area. I suspect my salary is low for Philly and high for Cleveland. ,Fully remote,No,21-30 years,11-20 years,Master's degree,Woman,White,No
4/9/2025 11:16:35,35-44,"Galleries, Libraries, Archives & Museums",Education (Higher Education),Academic Librarian,,51000,,USD,,,United States,Wisconsin,Milwaukee,Hybrid,No,11-20 years,8-10 years,Master's degree,Woman,White,No
4/9/2025 11:16:46,45-54,Biotechnology & Pharma,"Marketing, Advertising & PR",Associate Director,,50400,0,GBP,,,United Kingdom,,North East,Hybrid,No,21-30 years,5-7 years,Bachelor's degree,Woman,White,No
4/9/2025 11:17:22,35-44,Insurance,Computing or Tech,Information Security Analyst ,,77000,0,USD,,,United States,Michigan,Lansing ,Hybrid,No,11-20 years,8-10 years,Master's degree,Woman,White,Not sure / it's complicated
4/9/2025 11:17:44,45-54,Education (Higher Education),Administration,Academic Advisor,,79000,0,USD,,,United States,Massachusetts,Cambridge/Boston,Hybrid,Yes,11-20 years,11-20 years,Bachelor's degree,Woman,White,No
4/9/2025 11:17:47,35-44,Computing or Tech,Computing or Tech,Senior software engineer ,,160000,10000,USD,,,United States,Colorado,Denver,Fully remote,No,11-20 years,8-10 years,Bachelor's degree,Other or prefer not to answer,"Asian or Asian American, White",Not sure / it's complicated
4/9/2025 11:18:07,35-44,Accounting,"Marketing, Advertising & PR",Marketing Manager,,82000,0,USD,,,United States,Nebraska,Lincoln,Hybrid,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,No
4/9/2025 11:19:45,35-44,Nonprofits,Art & Design,Senior Graphic Designer,,70000,0,USD,,,United States,Texas,Austin,Hybrid,No,11-20 years,2-4 years,Bachelor's degree,Non-binary,White,Not sure / it's complicated
4/9/2025 11:20:35,25-34,"Galleries, Libraries, Archives & Museums","Galleries, Libraries, Archives & Museums",Generalist Librarian 2,Librarian in a small branch of a big system. I handle adult and teen services.,82000,2000,USD,,,United States,Massachusetts,Boston,On-site,Yes,5-7 years,2-4 years,Master's degree,Woman,White,No
4/9/2025 11:20:37,35-44,Education (Higher Education),Government & Public Administration,Bilingual Program Coordinator,"""bilingual"" refers to my skills/requirement of the job, not a ""bilingual program""",64000,,USD,,,United States,North Carolina,Chapel Hill,Hybrid,No,5-7 years,2-4 years,Master's degree,Woman,White,No
4/9/2025 11:21:05,25-34,Health Care,Engineering,Electronic engineer,,120000,2000,USD,,,United States,New Jersey,North NJ,On-site,No,5-7 years,5-7 years,Bachelor's degree,Man,White,No
4/9/2025 11:21:35,55-64,Education (Early/Primary/Secondary),Education (Early/Primary/Secondary),Classroom teacher,,118000,,CAD,,,Canada,,Hamilton Ontario,On-site,Yes,31-40 years,21-30 years,Bachelor's degree,Woman,White,No
4/9/2025 11:21:40,45-54,Education (Higher Education),Education (Higher Education),Educational developer,Pedagogical development for faculty ,110000,4000,CAD,,,Canada,,Ontario ,Hybrid,No,11-20 years,11-20 years,Doctorate,Woman,White,No
4/9/2025 11:22:11,25-34,Media & Digital,Media & Digital,News producer,,140000,,USD,,,United States,New York,New York City,On-site,Yes,8-10 years,8-10 years,Bachelor's degree,Woman,White,No
4/9/2025 11:23:46,35-44,Government & Public Administration,Procurement,Buyer,,60000,,USD,,,United States,Maryland,Baltimore MD,Hybrid,Yes,11-20 years,2-4 years,Master's degree,Woman,White,Yes
4/9/2025 11:24:33,45-54,Manufacturing,Recruitment or HR,Human Resources Managr,Also office and building manager,105000,10000,USD,,,United States,Michigan,Metro Detroit,On-site,No,21-30 years,11-20 years,Bachelor's degree,Woman,White,No
4/9/2025 11:25:18,35-44,Union Bussiness agent,Recruitment or HR,Executive Asisstant/Union Agent,"I do whatever the union needs from researching, to note taking, to book keeping, to drafting polices, etc,",110000,,CAD,,I work 41 weeks and have 8 weeks unpaid in the summer,Canada,,Montreal,Other/it's complicated,Yes,11-20 years,2-4 years,Bachelor's degree,Woman,White,No
4/9/2025 11:25:56,45-54,Supply Chain Management,Computing or Tech,IT Project Manager,,100000,0,USD,,,United States,North Carolina,Raleigh,Fully remote,No,21-30 years,21-30 years,Bachelor's degree,Woman,White,No
4/9/2025 11:26:10,35-44,Health Care,Computing or Tech,Project Manager,,105000,5000,USD,,,United States,Oregon,Central Oregon,Fully remote,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,No
4/9/2025 11:26:19,35-44,Education (Early/Primary/Secondary),Education (Early/Primary/Secondary),Teacher & Instructional Guide (Public School),I coach teachers in addition to teaching a half schedule,102000,3000,USD,,"I am paid for my work as a coach in addition to the teacher salary and I also run the school play and lead the GSA and run a grade team, which is why I have so much overtime pay, plus I live in NYC and have been teaching for 13 years with two masters degrees, so teacher pay is higher to account for cost of living",United States,New York,New York City,On-site,Yes,11-20 years,11-20 years,Master's degree,Woman,White,No
4/9/2025 11:27:50,25-34,Computing or Tech,Computing or Tech,Software Developer,,121955,0,CAD,,,Canada,,Ontario,Hybrid,Yes,8-10 years,8-10 years,Bachelor's degree,Woman,White,Not sure / it's complicated
4/9/2025 11:28:30,35-44,Transport or Logistics,Business or Consulting,Associate Vice President,,190000,,USD,,,United States,Illinois,Chicago,Hybrid,No,11-20 years,11-20 years,Doctorate,Woman,White,No
4/9/2025 11:28:49,35-44,Engineering,Business Development,Director of Marketing and Business Development,,200000,15000,USD,,,United States,New York,Buffalo/New York City,Other/it's complicated,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,No
4/9/2025 11:29:32,25-34,"Galleries, Libraries, Archives & Museums","Galleries, Libraries, Archives & Museums",Library Technician,,56586,0,USD,,"Federal government-adjacent, GS pay scale",United States,District of Columbia,"Washington, DC",On-site,No,8-10 years,8-10 years,Master's degree,Non-binary,White,Not sure / it's complicated
4/9/2025 11:29:48,25-34,"Galleries, Libraries, Archives & Museums","Galleries, Libraries, Archives & Museums",Adult Services Assistant Manager,Requires an MLIS degree,80500,0,USD,,,United States,Illinois,Chicagoland Area,On-site,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/9/2025 11:30:25,55-64,Property or Construction,Recruitment or HR,Director of Human Resources (dept of one),,130000,20400,USD,,"15% bonus, $75/month cell phone allowance",United States,Ohio,Cleveland,On-site,No,31-40 years,31-40 years,Master's degree,Woman,White,No
4/9/2025 11:30:53,35-44,"Galleries, Libraries, Archives & Museums",Administration,Associate Director,,92500,,USD,,,United States,Idaho,Pocatello,On-site,No,21-30 years,21-30 years,Bachelor's degree,Woman,White,No
4/9/2025 11:31:10,45-54,Engineering,Utilities & Telecommunications,Project Manager,,129300,0,CAD,,,Canada,,Vancouver / BC,Hybrid,No,11-20 years,2-4 years,Bachelor's degree,Woman,White,No
4/9/2025 11:32:20,35-44,Agriculture or Forestry,Marketing & Operations,Marketing & Operations Manager,,70000,0,CAD,,,Canada,,Quebec,On-site,No,11-20 years,5-7 years,Master's degree,Woman,White,No
4/9/2025 11:33:23,under 18,Nonprofits,Workforce Development,Senior Director,,173000,8000,USD,,,United States,District of Columbia,"Washington, DC",Hybrid,No,21-30 years,11-20 years,Bachelor's degree,Woman,White,No
4/9/2025 11:34:39,45-54,Government & Public Administration,,Outreach and Education Coordinator,,65000,0,USD,,,United States,Washington,Lacey,Hybrid,Yes,21-30 years,21-30 years,Master's degree,Woman,White,Not sure / it's complicated
4/9/2025 11:34:48,25-34,Media & Digital,Media & Digital,Translator/Writer,,40000,3000,EUR,,,France,,Paris,Hybrid,Yes,5-7 years,5-7 years,Master's degree,Woman,White,No
4/9/2025 11:35:34,25-34,Education (Higher Education),Recruitment or HR,Benefits Administrator,,90000,0,USD,,,United States,New Jersey,Hoboken,Hybrid,No,8-10 years,5-7 years,Bachelor's degree,Woman,White,Not sure / it's complicated
4/9/2025 11:36:27,35-44,Education (Higher Education),Accounting,Director of Student Accounts,,80000,0,USD,,,United States,Washington,Seattle,Hybrid,No,5-7 years,5-7 years,Master's degree,Non-binary,White,No
4/9/2025 11:36:57,35-44,Government & Public Administration,Business or Consulting,Contract Specialist,,62000,0,USD,,,United States,Illinois,Midwest,On-site,Yes,8-10 years,1 year or less,Doctorate,Woman,White,Not sure / it's complicated
4/9/2025 11:36:58,25-34,Biotechnology & Pharma,Biotechnology & Pharma,Project Manager,,121000,5000,USD,,,United States,New Jersey,Princeton,Hybrid,No,5-7 years,5-7 years,Master's degree,Woman,Asian or Asian American,No
4/9/2025 11:37:06,25-34,Media & Digital,Media & Digital,Associate Producer,,82000,0,CAD,,,Canada,,Toronto,Hybrid,No,11-20 years,2-4 years,Bachelor's degree,Woman,White,Yes
4/9/2025 11:37:20,25-34,"Leisure, Sport & Tourism",Administration,Client Services Manager,,41600,0,USD,,,United States,California,Los Angeles,On-site,No,8-10 years,8-10 years,Master's degree,"Woman, Non-binary",White,Yes
4/9/2025 11:37:27,25-34,Accounting,Accounting,Staff Accountant,,47000,,CAD,,,Canada,,Atlantic Canada,On-site,No,2-4 years,2-4 years,Master's degree,Woman,White,No
4/9/2025 11:37:54,25-34,Biotechnology & Pharma,Science,Scientist,Research and Development Scientist,80000,0,USD,,,United States,Kentucky,Louisville,On-site,No,5-7 years,2-4 years,Bachelor's degree,Woman,White,No
4/9/2025 11:38:12,35-44,Computing or Tech,Communications,Senior Technical Writer,,125000,,USD,,,United States,California,San Diego,Fully remote,No,21-30 years,11-20 years,Bachelor's degree,Woman,White,No
4/9/2025 11:39:16,45-54,Health Care,Computing or Tech,Full Stack Engineer,,105000,,USD,,,United States,Wisconsin,Green Bay,Fully remote,No,21-30 years,21-30 years,High School,Man,White,No
4/9/2025 11:39:54,45-54,Government & Public Administration,Media & Digital,Supervisor,,120000,15000,USD,,Overtime for about 6 months every other year,United States,Nevada,Carson City,On-site,No,21-30 years,11-20 years,Associate's degree,Woman,White,No
4/9/2025 11:40:05,25-34,Banking & Finance,Administration,Payroll & Benefits Specialist,,105000,,USD,,,United States,Illinois,Chicago,Hybrid,No,8-10 years,8-10 years,Master's degree,Woman,Asian or Asian American,No
4/9/2025 11:40:25,35-44,Accounting,Accounting,member (partner),,225000,350000,USD,,,United States,Tennessee,nashville,Hybrid,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/9/2025 11:40:41,35-44,Nonprofits,Grantmaking,Grants Manager,"Grant giving, not fundraising ",34300,,GBP,,,United Kingdom,,South East England ,Hybrid,No,21-30 years,8-10 years,Bachelor's degree,Woman,White,Not sure / it's complicated
4/9/2025 11:41:46,55-64,Banking & Finance,Banking & Finance,Relationship Manager ,Mostly customer service to the Broker community ,63000,3000,USD,,,United States,Pennsylvania,Pittsburgh ,Fully remote,No,21-30 years,11-20 years,Bachelor's degree,Woman,White,No
4/9/2025 11:41:51,35-44,Insurance,Computing or Tech,"Director, Information Technology",,220000,70000,USD,,,United States,Texas,Houston,Fully remote,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,No
4/9/2025 11:41:57,35-44,Computing or Tech,Sales,Senior Client Success Manager,,87000,20000,USD,,,United States,Wisconsin,Madison,Fully remote,No,11-20 years,8-10 years,Bachelor's degree,Woman,White,Not sure / it's complicated
4/9/2025 11:42:00,35-44,"Marketing, Advertising & PR",Business or Consulting,SEO Director,,181000,0,USD,,,United States,Washington,"Seattle, WA",Fully remote,No,11-20 years,8-10 years,Bachelor's degree,Woman,White,No
4/9/2025 11:42:26,35-44,Nonprofits,Social Work,Senior Salesforce Manager,,146000,,USD,,,United States,,Remote,Fully remote,No,11-20 years,8-10 years,Bachelor's degree,Woman,White,Not sure / it's complicated
4/9/2025 11:42:30,35-44,Health Care,Health Care,Cytogenetics technologist,,105059,0,USD,,,United States,Illinois,Chicago,On-site,No,21-30 years,11-20 years,Bachelor's degree,Woman,White,No
4/9/2025 11:42:41,35-44,Law,Administration,Deputy director of XXXXX administration,,120000,,USD,,,United States,Missouri,St. Louis,On-site,No,11-20 years,11-20 years,"Professional degree (MD, JD, etc.)",Woman,White,Yes
4/9/2025 11:43:51,45-54,Government & Public Administration,Insurance,Case Manager,,86000,,CAD,,,Canada,,Atlantic,Hybrid,Yes,11-20 years,11-20 years,Bachelor's degree,Woman,"Asian or Asian American, White",No
4/9/2025 11:44:13,25-34,Banking & Finance,Recruitment or HR,Senior HR Specialist,,76000,7600,USD,,annual bonus is up to 10%,United States,Colorado,Denver,Fully remote,No,8-10 years,2-4 years,Bachelor's degree,Woman,White,No
4/9/2025 11:44:31,25-34,Nonprofits,Administration,Associate,,70000,500,USD,,,United States,New York,"Manhattan, New York City",Hybrid,No,5-7 years,5-7 years,Bachelor's degree,Woman,White,No
4/9/2025 11:45:03,35-44,Education (Higher Education),Education (Higher Education),Instructional Designer,Specializing in accessibility,89796,0,USD,,,United States,District of Columbia,Washington,Hybrid,No,11-20 years,8-10 years,Master's degree,Woman,White,No
4/9/2025 11:45:17,55-64,Art & Design,Art & Design,Photo Stylist ,,156000,0,USD,,I’m a freelance employee who typically works 20 weeks or less a year ,United States,Texas,Dallas/Fort Worth ,On-site,No,21-30 years,11-20 years,High School,Man,White,No
4/9/2025 11:46:42,25-34,Science,Science,Research Physicist,,130000,,USD,,,United States,District of Columbia,"Washington, DC",On-site,No,5-7 years,5-7 years,Doctorate,Man,White,No
4/9/2025 11:47:01,35-44,Publishing,"Marketing, Advertising & PR",Marketing Manager,,68000,,USD,,,United States,Illinois,Chicago,Fully remote,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/9/2025 11:47:34,35-44,Health Care,Administration,"Director, Revenue Cycle ",Clinic setting - group specialty practice ,145000,10000,USD,,,United States,Minnesota,Minneapolis,Hybrid,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,No
4/9/2025 11:47:35,35-44,Retail,Procurement,Senior Procurement Manager,,80500,0,GBP,,,United Kingdom,,London,Hybrid,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,No
4/9/2025 11:48:26,55-64,Manufacturing,"Marketing, Advertising & PR",Digital Marketing Specialist,,75000,3000,USD,,,United States,Ohio,Cleveland,Hybrid,No,31-40 years,31-40 years,Master's degree,Woman,White,No
4/9/2025 11:48:46,35-44,Engineering,Science,Senior Project Scientist,,108000,10000,USD,,,United States,Vermont,Central,Fully remote,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/9/2025 11:48:54,25-34,"Galleries, Libraries, Archives & Museums","Galleries, Libraries, Archives & Museums",Library Associate II,,41600,,USD,,,United States,Florida,West Palm Beach,On-site,No,8-10 years,1 year or less,Master's degree,Woman,White,No
4/9/2025 11:48:57,25-34,Computing or Tech,Communications,Communications Manager,,155000,,USD,,,United States,New York,New York City,Hybrid,No,11-20 years,8-10 years,Bachelor's degree,Woman,White,No
4/9/2025 11:49:10,45-54,Engineering,Engineering,Senior Engineering Technical Writer,,130000,6000,USD,,,United States,Massachusetts,Boston,Hybrid,No,21-30 years,2-4 years,Master's degree,Woman,White,No
4/9/2025 11:49:41,35-44,Nonprofits,Nonprofits,HR Generalist,,77916,0,USD,,,United States,Utah,Salt Lake City,Other/it's complicated,No,21-30 years,5-7 years,Master's degree,Woman,White,Not sure / it's complicated
4/9/2025 11:49:51,35-44,Administration,Health Care,Office Associate,,42765,0,USD,,,United States,Ohio,Columbus,On-site,No,11-20 years,2-4 years,Master's degree,Non-binary,White,Not sure / it's complicated
4/9/2025 11:50:20,25-34,Health Care,Computing or Tech,Salesforce Solutions Architect,,160000,0,USD,,,United States,New Jersey,Greater NYC,Hybrid,No,8-10 years,5-7 years,Bachelor's degree,Woman,"Native Hawaiian or other Pacific Islander, White",No
